# ENTITIES
entity_name,source_id,graph_data
Great Harvests,The Village,chunk-cb70e2daa92680deca38f5cf9b045cfd,"{'weight': 8.0, 'description': ""The great harvests are crucial for the village's economy and survival, linking the community closely with agricultural success."", 'keywords': 'agriculture, community survival', 'source_id': 'chunk-cb70e2daa92680deca38f5cf9b045cfd'}"
Greenish Mush,Nenneke,chunk-bd4ae9ba1cd445262538705817583868,"{'weight': 7.0, 'description': 'Nenneke uses the greenish mush for healing purposes, emphasizing its importance in her caregiving role.', 'keywords': 'healing method, medicinal use', 'source_id': 'chunk-bd4ae9ba1cd445262538705817583868'}"
Grey Heron's Fat,Cloud Sprites,chunk-252b563470262e488f0d2a511974927e,"{'weight': 7.0, 'description': 'Grey heron\'s fat is mentioned in rituals for protection against cloud sprites, linking nature to magical lore."")', 'keywords': 'natural remedies, protection', 'source_id': 'chunk-252b563470262e488f0d2a511974927e'}"
Grotto,Witcher,chunk-afbaa5f925e32dfcfbb452d0f7772e4a,"{'weight': 9.0, 'description': ""Grotto locations are often significant areas where battles with supernatural beings take place, showcasing the Witcher's skills."", 'keywords': 'battles, supernatural encounters', 'source_id': 'chunk-afbaa5f925e32dfcfbb452d0f7772e4a'}"
Guard,Bald Guard,chunk-758ffb92ef3cb8db51d9bb9a64a313cb,"{'weight': 8.0, 'description': 'The Bald Guard embodies the role of an enforcer, representing the aggressive power exerted in the dungeon.', 'keywords': 'authority, enforcement', 'source_id': 'chunk-758ffb92ef3cb8db51d9bb9a64a313cb'}"
Guard,Fist,chunk-758ffb92ef3cb8db51d9bb9a64a313cb,"{'weight': 9.0, 'description': 'The fist of the Guard is used violently against Geralt, symbolizing the brutality present in the dungeon.', 'keywords': 'violence, aggression', 'source_id': 'chunk-758ffb92ef3cb8db51d9bb9a64a313cb'}"
Guard,Geralt,chunk-23d4766cab0f21f3bc0c7564ecd3f6de<SEP>chunk-878c2f3351e6e6ce19e9c0a9270f4081<SEP>chunk-758ffb92ef3cb8db51d9bb9a64a313cb,"{'weight': 36.0, 'description': ""Geralt engages in combat with the guards to defend Urcheon and disrupt their attacks.<SEP>Geralt's plan directly impacts the Guard, leading to the Guard's painful demise.<SEP>Geralt's plan directly influences the Guard's actions and fate, leading to the Guard's unexpected demise.<SEP>Geralt is physically assaulted by the Guard, showcasing the conflict between prisoner and enforcer."", 'keywords': 'combat, defense<SEP>conflict, consequence<SEP>conflict, strategy<SEP>conflict, violence', 'source_id': 'chunk-23d4766cab0f21f3bc0c7564ecd3f6de<SEP>chunk-878c2f3351e6e6ce19e9c0a9270f4081<SEP>chunk-758ffb92ef3cb8db51d9bb9a64a313cb'}"
Guard,Plan,chunk-23d4766cab0f21f3bc0c7564ecd3f6de,"{'weight': 7.0, 'description': 'The Guard\'s actions are a reaction to Geralt\'s Plan, illustrating the consequences of strategic conflict."")', 'keywords': 'reaction, consequence', 'source_id': 'chunk-23d4766cab0f21f3bc0c7564ecd3f6de'}"
Guard,Urcheon,chunk-878c2f3351e6e6ce19e9c0a9270f4081,"{'weight': 9.0, 'description': 'Urcheon is attacked by guards, indicating a direct confrontation between him and the guards.', 'keywords': 'hostility, conflict', 'source_id': 'chunk-878c2f3351e6e6ce19e9c0a9270f4081'}"
Guardhouse Bell,Urcheon of Erlenwald,chunk-48c985e3753e0b0ca93534fd5e1a7277,"{'weight': 14.0, 'description': 'The striking of the guardhouse bell signifies the moment when Urcheon’s vow can be lifted, directly relating to the creature\'s fate."")', 'keywords': 'timing, vow fulfillment', 'source_id': 'chunk-48c985e3753e0b0ca93534fd5e1a7277'}"
Guardroom,Geralt,chunk-70d414531ad66b54007a167c22d7f4e0,"{'weight': 8.0, 'description': 'Geralt is in the guardroom, which serves as a setting for his recovery after sustaining injuries.', 'keywords': 'setting, character situation', 'source_id': 'chunk-70d414531ad66b54007a167c22d7f4e0'}"
Guards,Dennis Cranmer,chunk-178c5bcd7b49a480d846de4dc6be05c0,"{'weight': 9.0, 'description': 'Dennis Cranmer commands the guards, asserting control over the situation and directing their actions.', 'keywords': 'command, control', 'source_id': 'chunk-178c5bcd7b49a480d846de4dc6be05c0'}"
Guards,Geralt,chunk-575a5e1241d53b55c2087a0f8bc20434<SEP>chunk-178c5bcd7b49a480d846de4dc6be05c0<SEP>chunk-878c2f3351e6e6ce19e9c0a9270f4081,"{'weight': 20.0, 'description': ""Geralt confronts the guards to rescue Urcheon and maintain order amidst the chaos.<SEP>Geralt's actions during the duel are observed by the guards, indicating their role in the proceedings.<SEP>The Guards confront Geralt following his actions, representing the conflict between individual justice and official law enforcement."", 'keywords': 'authority conflict, societal order<SEP>combat, conflict<SEP>observation, authority', 'source_id': 'chunk-575a5e1241d53b55c2087a0f8bc20434<SEP>chunk-178c5bcd7b49a480d846de4dc6be05c0<SEP>chunk-878c2f3351e6e6ce19e9c0a9270f4081'}"
Guards,Urcheon,chunk-878c2f3351e6e6ce19e9c0a9270f4081<SEP>chunk-f52f626bf2f0019c3b7cb0f02de608b2,"{'weight': 28.0, 'description': 'Urcheon faces multiple guards attacking him, creating a dynamic of conflict and self-defense.<SEP>Urcheon faces multiple guards attacking him, creating a scenario of conflict and self-defense, showcasing his resilience.<SEP>Urcheon is captured and attacked by the guards, creating a direct conflict between them.', 'keywords': 'conflict, defense<SEP>hostility, danger', 'source_id': 'chunk-878c2f3351e6e6ce19e9c0a9270f4081<SEP>chunk-f52f626bf2f0019c3b7cb0f02de608b2'}"
Guests,Ballroom,chunk-0ca2e971b25231227f681ab4697c2806,"{'weight': 6.0, 'description': ""The guests inhabit the ballroom, contributing to the setting's initial peaceful atmosphere before the disturbance caused by Yennefer and Geralt."", 'keywords': 'social dynamics, ambiance', 'source_id': 'chunk-0ca2e971b25231227f681ab4697c2806'}"
Guests,Golden Court Inn,chunk-a78a4a7bd60fcac9897f86c390290248,"{'weight': 8.0, 'description': 'The Golden Court Inn is a place where various guests gather for social interaction and trade activities.', 'keywords': 'social gathering, commerce', 'source_id': 'chunk-a78a4a7bd60fcac9897f86c390290248'}"
Guests,Harlots,chunk-a78a4a7bd60fcac9897f86c390290248,"{'weight': 7.0, 'description': 'Harlots aim to attract attention from wealthy guests at the inn, reflecting the social dynamics of patronage.', 'keywords': 'social dynamics, patronage', 'source_id': 'chunk-a78a4a7bd60fcac9897f86c390290248'}"
Guests,Merchants,chunk-a78a4a7bd60fcac9897f86c390290248,"{'weight': 7.0, 'description': 'The merchants are a subset of the guests engaging in transactions and trade discussions with other patrons in the inn.', 'keywords': 'trade interaction, patron relationships', 'source_id': 'chunk-a78a4a7bd60fcac9897f86c390290248'}"
Guests,Yennefer,chunk-0ca2e971b25231227f681ab4697c2806,"{'weight': 7.0, 'description': ""Yennefer's dramatic arrival in the ballroom shocks the guests, who pause their activities to witness the commotion."", 'keywords': 'surprise, attention', 'source_id': 'chunk-0ca2e971b25231227f681ab4697c2806'}"
Guild Badge,Nivellen,chunk-aa38d7b49569053d702947a821869143,"{'weight': 7.0, 'description': ""Nivellen's reaction to Geralt's Guild Badge indicates his discomfort with witcher identity and the societal implications it holds."", 'keywords': 'identity discomfort, societal judgment', 'source_id': 'chunk-aa38d7b49569053d702947a821869143'}"
Gulet,Dandilion,chunk-d0c9cf4f40bdc7f8882eabfccca312ff,"{'weight': 14.0, 'description': ""Dandilion recounts an event in Gulet where Geralt had to escape, establishing a connection between their past and the place.<SEP>Dandilion's recounting of events in Gulet illustrates a personal connection between him and the town where significant events transpired."", 'keywords': 'past experience, escape story<SEP>personal history, locality', 'source_id': 'chunk-d0c9cf4f40bdc7f8882eabfccca312ff'}"
Hairy Old Man,Geralt,chunk-6502b7bad27e69a8814765f2335704f7,"{'weight': 5.0, 'description': ""The Hairy Old Man challenges Geralt's allegiance when discussing the situation in the Clink, showcasing his independent stance."", 'keywords': 'challenge, independence', 'source_id': 'chunk-6502b7bad27e69a8814765f2335704f7'}"
Half-Blood,Renfri,chunk-dfd003877b335872f22fa5772b95d64c,"{'weight': 6.0, 'description': 'Renfri and the Half-Blood are portrayed together discussing the events and tensions regarding sorcery, indicating a shared disposition against the authorities.', 'keywords': 'group dynamics, shared tension', 'source_id': 'chunk-dfd003877b335872f22fa5772b95d64c'}"
Half-Blood Elf,Tavik,chunk-4e16345d94bcf2b38dbc69b93ff0a7dc,"{'weight': 9.0, 'description': 'The half-blood elf is insulted by Tavik, highlighting intolerance or prejudice within the group.', 'keywords': 'discrimination, social tension', 'source_id': 'chunk-4e16345d94bcf2b38dbc69b93ff0a7dc'}"
Half-Blood Elf,Twins,chunk-4e16345d94bcf2b38dbc69b93ff0a7dc,"{'weight': 6.0, 'description': 'The half-blood elf and the twins partake in a dynamic involving mockery, representing a lack of acceptance among characters based on heritage.', 'keywords': 'discrimination, social tension', 'source_id': 'chunk-4e16345d94bcf2b38dbc69b93ff0a7dc'}"
Hall,Chandelier,chunk-2a55d081acf6f9464ee2d5386d9d6da2,"{'weight': 7.0, 'description': 'The chandelier is an ornament typically found in halls, adding elegance and lighting to the space.', 'keywords': 'decorative lighting, ambiance', 'source_id': 'chunk-2a55d081acf6f9464ee2d5386d9d6da2'}"
Hall,Djinn,chunk-8b07d195d32b665904d16476431c6702,"{'weight': 7.0, 'description': ""The presence of the Djinn in the hall creates a situation of conflict and danger, as Yennefer's incantation affects the space around them."", 'keywords': 'magical presence, conflict location', 'source_id': 'chunk-8b07d195d32b665904d16476431c6702'}"
Hall,Unpleasantness,chunk-2a55d081acf6f9464ee2d5386d9d6da2,"{'weight': 5.0, 'description': 'The hall could be associated with the potential for unpleasantness depending on the scenarios that unfold there.', 'keywords': 'environment, atmosphere', 'source_id': 'chunk-2a55d081acf6f9464ee2d5386d9d6da2'}"
Hall,Yennefer,chunk-8b07d195d32b665904d16476431c6702,"{'weight': 16.0, 'description': ""The hall serves as a critical backdrop for Yennefer's struggle and her magical confrontation, emphasizing its importance in the storyline.<SEP>The struggle and magical confrontation between Yennefer and her captor occurs within the hall, indicating the importance of this location in the scene."", 'keywords': 'setting, conflict<SEP>setting, confrontation', 'source_id': 'chunk-8b07d195d32b665904d16476431c6702'}"
Hamlet,Forest,chunk-2613259c4b7190a75915b09026fd5f01,"{'weight': 6.0, 'description': 'The journey from the hamlet into the forest signifies a transition from civilization to the wild, emphasizing exploration and adventure.', 'keywords': 'transition, exploration', 'source_id': 'chunk-2613259c4b7190a75915b09026fd5f01'}"
Hamlet,Geralt,chunk-2613259c4b7190a75915b09026fd5f01,"{'weight': 7.0, 'description': ""Geralt's journey begins at the hamlet, marking a departure from known surroundings into the wilderness."", 'keywords': 'journey, departure', 'source_id': 'chunk-2613259c4b7190a75915b09026fd5f01'}"
Hamlet,The Sylvan,chunk-791d88efefbecf3e838b111937d0d84d,"{'weight': 8.0, 'description': ""The Sylvan's actions are directly tied to the happenings in Hamlet, where the conflict for the condemned men unfolds."", 'keywords': 'geographical relevance, protective action', 'source_id': 'chunk-791d88efefbecf3e838b111937d0d84d'}"
Harlots,Guests,chunk-a78a4a7bd60fcac9897f86c390290248,"{'weight': 7.0, 'description': 'Harlots aim to attract attention from wealthy guests at the inn, reflecting the social dynamics of patronage.', 'keywords': 'social dynamics, patronage', 'source_id': 'chunk-a78a4a7bd60fcac9897f86c390290248'}"
Harvest Sacrifice,Lyfia,chunk-a368aef7fe1c995f4e53206d9c307664,"{'weight': 10.0, 'description': ""The Harvest Sacrifice is offered to Lyfia, reflecting the community's hopes for a good agricultural yield."", 'keywords': 'cultural practice, agriculture', 'source_id': 'chunk-a368aef7fe1c995f4e53206d9c307664'}"
Hat,Caldemeyn,chunk-ccd18afd33bbf38f73002f1d990d05af,"{'weight': 4.0, 'description': ""Caldemeyn's mention of his hat suggests a personal preparation before leaving, showing the importance of readiness in the context of the meeting."", 'keywords': 'preparation, personal belongings', 'source_id': 'chunk-ccd18afd33bbf38f73002f1d990d05af'}"
Haxo,Bath,chunk-2a55d081acf6f9464ee2d5386d9d6da2,"{'weight': 6.0, 'description': 'Haxo refers to an experience or person who has engaged in taking a bath, linking personal interaction to the essence of relaxation.', 'keywords': 'personal experience, moment of relaxation', 'source_id': 'chunk-2a55d081acf6f9464ee2d5386d9d6da2'}"
Haxo,Castle,chunk-6a5de4dc99691745df3b8d0ef11c561a,"{'weight': 8.0, 'description': 'Haxo is concerned about the monster lurking in the Castle, indicating the dangers that the location poses to its inhabitants."")', 'keywords': 'location threat, danger', 'source_id': 'chunk-6a5de4dc99691745df3b8d0ef11c561a'}"
Haxo,Cintra,chunk-6a5de4dc99691745df3b8d0ef11c561a,"{'weight': 18.0, 'description': 'Haxo discusses the need for a witcher in Cintra, indicating the relationship between the threat posed by monsters and the safety of the nation."")', 'keywords': 'national safety, monster threat', 'source_id': 'chunk-6a5de4dc99691745df3b8d0ef11c561a'}"
Haxo,Dagger,chunk-8aa18bba5f0d2ed6da633cddff8c66ba,"{'weight': 7.0, 'description': ""Haxo mentions Geralt's dagger, indicating the necessity of keeping arms hidden for the banquet setting, which enhances Geralt's character depth."", 'keywords': 'preparedness, character detail', 'source_id': 'chunk-8aa18bba5f0d2ed6da633cddff8c66ba'}"
Haxo,Geralt,chunk-fdf111535f66a790343f97be639cf063<SEP>chunk-8aa18bba5f0d2ed6da633cddff8c66ba<SEP>chunk-6a5de4dc99691745df3b8d0ef11c561a,"{'weight': 35.0, 'description': 'Geralt and Haxo interact as Geralt is being dressed, showcasing a moment of camaraderie and understanding of their situation.<SEP>Geralt and Haxo interact as Geralt is being prepared, highlighting Haxo\'s role in providing support and a sense of normalcy for Geralt.<SEP>Haxo prepares Geralt for his role at the banquet, indicating a mentor or supporting relationship in the context of royal expectations.<SEP>Geralt is relying on Haxo for information regarding the queen\'s need for a witcher, indicating a mentor-disciple relationship in the context of their roles."")', 'keywords': 'assistance, camaraderie<SEP>information exchange, mentor-mentee<SEP>interaction, camaraderie<SEP>support, preparation for event', 'source_id': 'chunk-fdf111535f66a790343f97be639cf063<SEP>chunk-8aa18bba5f0d2ed6da633cddff8c66ba<SEP>chunk-6a5de4dc99691745df3b8d0ef11c561a'}"
Haxo,Monster,chunk-6a5de4dc99691745df3b8d0ef11c561a,"{'weight': 8.0, 'description': 'Haxo informs Geralt about the monster lurking in the castle, linking the threat of the monster to the fear present in Cintra."")', 'keywords': 'threat narrative, fear factor', 'source_id': 'chunk-6a5de4dc99691745df3b8d0ef11c561a'}"
Haxo,Queen Calanthe,chunk-8aa18bba5f0d2ed6da633cddff8c66ba<SEP>chunk-3d3490f538849a03d94e67373242877e,"{'weight': 24.0, 'description': 'Haxo dutifully serves Queen Calanthe, executing her commands efficiently within the royal hierarchy.<SEP>Haxo serves the queen by executing her commands promptly, illustrating the hierarchical structure of the court.<SEP>Queen Calanthe relies on Haxo to prepare Geralt for the banquet, showcasing trust and delegation of responsibilities.', 'keywords': 'royal service, court duties<SEP>service, royal hierarchy<SEP>trust, delegation', 'source_id': 'chunk-8aa18bba5f0d2ed6da633cddff8c66ba<SEP>chunk-3d3490f538849a03d94e67373242877e'}"
Haxo,Ravix of Fourhorn,chunk-8aa18bba5f0d2ed6da633cddff8c66ba,"{'weight': 8.0, 'description': ""Haxo bestows the title 'Ravix of Fourhorn' upon Geralt, indicating his role in the noble hierarchy at the banquet."", 'keywords': 'title bestowal, noble hierarchy', 'source_id': 'chunk-8aa18bba5f0d2ed6da633cddff8c66ba'}"
Haxo,Servant,chunk-fdf111535f66a790343f97be639cf063,"{'weight': 5.0, 'description': 'Haxo and the servant engage in a brief interaction regarding Geralt, showcasing their roles in the context of the grooming process.', 'keywords': 'interaction, roles', 'source_id': 'chunk-fdf111535f66a790343f97be639cf063'}"
Haxo,The Banquet,chunk-3d3490f538849a03d94e67373242877e,"{'weight': 6.0, 'description': ""Haxo prepares for the banquet under the queen's directives, illustrating the logistical intricacies of court life."", 'keywords': 'court logistics, service', 'source_id': 'chunk-3d3490f538849a03d94e67373242877e'}"
Haxo,Unpleasantness,chunk-2a55d081acf6f9464ee2d5386d9d6da2,"{'weight': 5.0, 'description': 'Haxo acknowledges the potential unpleasantness that could arise from a situation, indicating awareness and caution.', 'keywords': 'caution, consequence', 'source_id': 'chunk-2a55d081acf6f9464ee2d5386d9d6da2'}"
Hazel,The Trail,chunk-81294f72ca80e8660cf7ae69a105ed2c,"{'weight': 5.0, 'description': 'Hazel trees line the trail, contributing to the natural scenery that Geralt traverses.', 'keywords': 'natural environment, landscape', 'source_id': 'chunk-81294f72ca80e8660cf7ae69a105ed2c'}"
He,Geralt,chunk-f2d7b4c0aa4aba5dd525b56285e763c9,"{'weight': 8.0, 'description': 'Geralt interacts with He, showcasing shared knowledge and concern about the situation with the creature.', 'keywords': 'teamwork, shared goal', 'source_id': 'chunk-f2d7b4c0aa4aba5dd525b56285e763c9'}"
He,Goathorn,chunk-f2d7b4c0aa4aba5dd525b56285e763c9,"{'weight': 6.0, 'description': 'He expresses knowledge about the offerings and the creature, indicating a connection between understanding and the supernatural context.', 'keywords': 'knowledge, supernatural context', 'source_id': 'chunk-f2d7b4c0aa4aba5dd525b56285e763c9'}"
He,Poet,chunk-f2d7b4c0aa4aba5dd525b56285e763c9,"{'weight': 6.0, 'description': 'The Poet and He both appear to understand the significance of the offerings and the ambiance surrounding the narrative.', 'keywords': 'understanding, insight', 'source_id': 'chunk-f2d7b4c0aa4aba5dd525b56285e763c9'}"
Head on Spider's Legs,Monsters,chunk-d1851f07a65be628cd189e4a52ae7671,"{'weight': 7.0, 'description': ""The Head on Spider's Legs is introduced as another weir creature, contributing to the fears expressed by the peasants."", 'keywords': 'creature description, community fear', 'source_id': 'chunk-d1851f07a65be628cd189e4a52ae7671'}"
Healer,Geralt,chunk-509f8a9da31dc16002744d5ba2e219c5,"{'weight': 9.0, 'description': ""Geralt's request for medical assistance indicates the vital role of healers in addressing Dandilion's injuries."", 'keywords': 'medical need, urgency', 'source_id': 'chunk-509f8a9da31dc16002744d5ba2e219c5'}"
Heavy Boots,Geralt,chunk-758ffb92ef3cb8db51d9bb9a64a313cb,"{'weight': 7.0, 'description': 'Geralt is prevented from escaping due to the Heavy Boots of the guards standing on his feet, emphasizing his entrapment.', 'keywords': 'restraint, captivity', 'source_id': 'chunk-758ffb92ef3cb8db51d9bb9a64a313cb'}"
Heavy Inlaid Door,Kitchen,chunk-2cff0187134a4af55a7816d1a7d1d8aa,"{'weight': 9.0, 'description': 'The heavy inlaid door serves as a gateway from the kitchen to the dark chamber, connecting these two significant locations.', 'keywords': 'spatial relationship, architectural link', 'source_id': 'chunk-2cff0187134a4af55a7816d1a7d1d8aa'}"
Hemp,Dandelion,chunk-50f379d81c4bc34faef13708c49154bf,"{'weight': 7.0, 'description': 'Dandelion mentions rummaging through the hemp, showing his engagement with the natural surroundings of the thicket.', 'keywords': 'exploration, engagement with nature', 'source_id': 'chunk-50f379d81c4bc34faef13708c49154bf'}"
Hemp,Devil,chunk-545ce2612a2d2c0877b950c18aa6e197,"{'weight': 9.0, 'description': 'The Devil is likely to be affected by the aura emitted by the Hemp, suggesting an interaction based on the environment’s magical properties.', 'keywords': 'magical conflict, supernatural safety', 'source_id': 'chunk-545ce2612a2d2c0877b950c18aa6e197'}"
Hemp,Field,chunk-1e1f4217ecf59c7c310a3725251244b3,"{'weight': 10.0, 'description': 'The Field is actively used for cultivating hemp, indicating agricultural productivity and land use.', 'keywords': 'crop cultivation, land usage', 'source_id': 'chunk-1e1f4217ecf59c7c310a3725251244b3'}"
Hemp,Geralt,chunk-0cf153f4d54403eb7badf3175bbae3ad<SEP>chunk-50f379d81c4bc34faef13708c49154bf,"{'weight': 12.0, 'description': ""Geralt mentions a path through the thicket filled with hemp, indicating navigation through this particular type of plant.<SEP>The hemp is mentioned as part of the environment that affects Geralt's movements during the fight with the Sylvan."", 'keywords': 'environment, struggle<SEP>navigation, terrain', 'source_id': 'chunk-0cf153f4d54403eb7badf3175bbae3ad<SEP>chunk-50f379d81c4bc34faef13708c49154bf'}"
Hemp,Goathorn,chunk-95c42d90f87662f3c1deae7223f698a7,"{'weight': 6.0, 'description': 'The Hemp is part of the setting where the chaos unfolds as Geralt navigates through it during the encounter with the Goathorn.', 'keywords': 'setting, environmental interaction', 'source_id': 'chunk-95c42d90f87662f3c1deae7223f698a7'}"
Hemp,Hops,chunk-545ce2612a2d2c0877b950c18aa6e197,"{'weight': 8.0, 'description': 'Both Hemp and Hops have similar magical properties, influencing spells in the area, thus they are mentioned together.', 'keywords': 'plant properties, magical interaction', 'source_id': 'chunk-545ce2612a2d2c0877b950c18aa6e197'}"
Hemp,Sylvan,chunk-0cf153f4d54403eb7badf3175bbae3ad,"{'weight': 6.0, 'description': 'The Sylvan interacts with the hemp during the fight, affecting its mobility and actions.', 'keywords': 'environmental interaction, struggle', 'source_id': 'chunk-0cf153f4d54403eb7badf3175bbae3ad'}"
Hemp,Witcher,chunk-545ce2612a2d2c0877b950c18aa6e197,"{'weight': 9.0, 'description': ""The Witcher examines the effects of hemp's aura in the jungle, indicating its importance to his monster-hunting methods."", 'keywords': 'magical properties, hunting strategy', 'source_id': 'chunk-545ce2612a2d2c0877b950c18aa6e197'}"
Herald,Pavetta,chunk-6871df556574c3af9f68c8a075a0c911,"{'weight': 10.0, 'description': ""The herald announces Pavetta's presence, highlighting her social significance at the gathering."", 'keywords': 'announcement, social status', 'source_id': 'chunk-6871df556574c3af9f68c8a075a0c911'}"
Herbs,Kitchen,chunk-2cff0187134a4af55a7816d1a7d1d8aa,"{'weight': 8.0, 'description': 'Herbs enhance the aromatic quality of the kitchen, emphasizing its role as a cooking space.', 'keywords': 'cooking elements, sensory attributes', 'source_id': 'chunk-2cff0187134a4af55a7816d1a7d1d8aa'}"
Hereward,Falwick,chunk-d08fd346579ec6f5b6ba692863abed5a,"{'weight': 6.0, 'description': 'Falwick mentions returning to inform Hereward about the event, indicating an ongoing relationship between Falwick and the higher authority in the Order.', 'keywords': 'reporting, hierarchical relationships', 'source_id': 'chunk-d08fd346579ec6f5b6ba692863abed5a'}"
Hereward,Geralt,chunk-41b75faa5cd3d03acb2e3e6c2f7a90a4,"{'weight': 7.0, 'description': 'Geralt references Hereward in the context of being unwelcome, highlighting the political situation in which he operates.', 'keywords': 'political tension, social dynamics', 'source_id': 'chunk-41b75faa5cd3d03acb2e3e6c2f7a90a4'}"
Hereward,Nenneke,chunk-283feebb9b0f603e0d961958a93e42c0,"{'weight': 7.0, 'description': ""Nenneke tries to navigate her orders in relation to Hereward's political influence, indicating potential conflict within temple politics."", 'keywords': 'political dynamics, authority', 'source_id': 'chunk-283feebb9b0f603e0d961958a93e42c0'}"
Hereward,Sir Falwick,chunk-d08fd346579ec6f5b6ba692863abed5a,"{'weight': 5.0, 'description': 'Sir Falwick mentions needing to report back to Hereward about the events, indicating a hierarchy within the Order.', 'keywords': 'hierarchical relationship, reporting', 'source_id': 'chunk-d08fd346579ec6f5b6ba692863abed5a'}"
Hereward's Lands,Ellander,chunk-a03f18a3708e4dc6fe09a21ef3d7caf1,"{'weight': 7.0, 'description': ""Both regions are mentioned as territories to be avoided during Geralt and Dandelion's journey, indicating their related nature in the dialogue."", 'keywords': 'travel route, geographical connection', 'source_id': 'chunk-a03f18a3708e4dc6fe09a21ef3d7caf1'}"
Hermit,Sorcerers,chunk-26a81816afa83c187c80280c6daac7f4,"{'weight': 6.0, 'description': 'The hermit is one of the sorcerers, representing the lower competency levels among those Foltest has consulted.', 'keywords': 'consultation, magic failure', 'source_id': 'chunk-26a81816afa83c187c80280c6daac7f4'}"
High Hill,Crown of an Enormous Oak,chunk-82620d43c3287db59e09c7338ff60bcd,"{'weight': 7.0, 'description': 'The Crown of an Enormous Oak is situated on the High Hill, elevating the sense of foreboding in the area.', 'keywords': 'geographical significance, eerie presence', 'source_id': 'chunk-82620d43c3287db59e09c7338ff60bcd'}"
High Hill,Geralt,chunk-82620d43c3287db59e09c7338ff60bcd,"{'weight': 15.0, 'description': 'Geralt chooses to rest on the High Hill during his journey, indicating his need for safety and observation of the surrounding area.<SEP>Geralt chooses to rest on the High Hill, highlighting its significance for safety and vantage point during his journey.', 'keywords': 'resting place, strategic location<SEP>vantage point, safety', 'source_id': 'chunk-82620d43c3287db59e09c7338ff60bcd'}"
High-born Tailles of Dorndal,Geralt of Rivia,chunk-7c4d39526ba18683b1a03e559504ace4,"{'weight': 20.0, 'description': 'Geralt is preparing to fight a duel against High-born Tailles, highlighting the imminent conflict between them.<SEP>Geralt prepares to duel with High-born Tailles as a resolution to their conflict, highlighting the inevitability of confrontation.', 'keywords': 'conflict, duel preparation', 'source_id': 'chunk-7c4d39526ba18683b1a03e559504ace4'}"
Higher Magic,Mutant Girls,chunk-c66100833eb4bb77965afe8022e9ecd4,"{'weight': 9.0, 'description': 'Higher magic is directly related to the existence and condition of the mutant girls, as it is responsible for their mutations and challenges.', 'keywords': 'cause and effect, magical influence', 'source_id': 'chunk-c66100833eb4bb77965afe8022e9ecd4'}"
Highway,Cornfields,chunk-e4e5a0b1d7af2e593fde655e47d72949,"{'weight': 6.0, 'description': ""The highway is bordered by cornfields, providing a vivid backdrop to Geralt and Dandelion's travels."", 'keywords': 'scenery, agricultural setting', 'source_id': 'chunk-e4e5a0b1d7af2e593fde655e47d72949'}"
Highway,Geralt,chunk-e4e5a0b1d7af2e593fde655e47d72949,"{'weight': 11.0, 'description': ""The highway is a setting for Geralt and Dandelion's journey, aligning their experiences and interactions with the landscape.<SEP>The highway is the route they travel on, contextualizing their journey and setting the scene for their dialogue."", 'keywords': 'journey, setting<SEP>setting, journey', 'source_id': 'chunk-e4e5a0b1d7af2e593fde655e47d72949'}"
Highway,Oilseed Fields,chunk-e4e5a0b1d7af2e593fde655e47d72949,"{'weight': 6.0, 'description': ""The highway runs alongside oilseed fields, contributing to the visual context of the characters' journey."", 'keywords': 'scenery, rural setting', 'source_id': 'chunk-e4e5a0b1d7af2e593fde655e47d72949'}"
Highway,Witcher,chunk-1136d6435816fc7d357c292dff236fd2,"{'weight': 7.0, 'description': 'The Witcher acknowledges the Highway as a safer route to avoid dangers at night, indicating strategic reasoning in his travels.', 'keywords': 'travel strategy, safety', 'source_id': 'chunk-1136d6435816fc7d357c292dff236fd2'}"
Hobolds,Cottages,chunk-d1851f07a65be628cd189e4a52ae7671,"{'weight': 6.0, 'description': 'Hobolds are part of the narrative surrounding what affects the peace of the peasants living in cottages.', 'keywords': 'local folklore, pestilence', 'source_id': 'chunk-d1851f07a65be628cd189e4a52ae7671'}"
Hobolds,Monsters,chunk-d1851f07a65be628cd189e4a52ae7671,"{'weight': 6.0, 'description': 'Hobolds are listed among the various monsters affecting the local community, illustrating their role in local legends.', 'keywords': 'creature inclusion, folklore', 'source_id': 'chunk-d1851f07a65be628cd189e4a52ae7671'}"
Hochebuz,Calanthe,chunk-ea8cc9616fe0e9d58321b60ca4de7448,"{'weight': 8.0, 'description': 'Calanthe reflects on her first battle at Hochebuz, expressing both pride and the tragic outcome of the conflict.', 'keywords': 'reflection, battle memory', 'source_id': 'chunk-ea8cc9616fe0e9d58321b60ca4de7448'}"
Hollyhocks,The Porch,chunk-7e6fd1ec17d85545a9b85842ad7643b3,"{'weight': 8.0, 'description': 'The Hollyhocks are part of the scenery surrounding The Porch, enhancing the visual setting where Geralt and Stregobor converse.', 'keywords': 'environment, setting details', 'source_id': 'chunk-7e6fd1ec17d85545a9b85842ad7643b3'}"
Home-Made Rope,Fialka,chunk-5ba61dadb1252a711031b10bf0540ff0,"{'weight': 9.0, 'description': ""Fialka's use of a home-made rope signifies her determination to escape her imprisonment, affecting the balance of power in North Velhad."", 'keywords': 'escape, change of power', 'source_id': 'chunk-5ba61dadb1252a711031b10bf0540ff0'}"
